,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian_por,traveltime_por,studytime_por,failures_por,schoolsup_por,famsup_por,paid_por,activities_por,nursery,higher_por,internet,romantic_por,famrel_por,freetime_por,goout_por,Dalc_por,Walc_por,health_por,absences_por,G1_por,G2_por,G3_por,guardian_mat,traveltime_mat,studytime_mat,failures_mat,schoolsup_mat,famsup_mat,paid_mat,activities_mat,higher_mat,romantic_mat,famrel_mat,freetime_mat,goout_mat,Dalc_mat,Walc_mat,health_mat,absences_mat,G1_mat,G2_mat,G3_mat
327,GP,M,18,U,GT3,T,4,4,teacher,services,home,mother,2.0,1.0,0.0,no,no,no,yes,yes,yes,yes,no,3.0,2.0,4.0,1.0,4.0,3.0,6.0,11.0,12.0,12.0,father,1.0,2.0,1.0,no,yes,no,yes,yes,no,4.0,3.0,3.0,2.0,2.0,2.0,0.0,10.0,10.0,0.0
328,GP,M,18,U,GT3,T,4,4,teacher,services,home,father,1.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,4.0,3.0,3.0,2.0,2.0,2.0,0.0,12.0,12.0,13.0,mother,2.0,1.0,0.0,no,no,yes,yes,yes,no,3.0,2.0,4.0,1.0,4.0,3.0,22.0,9.0,9.0,9.0
329,GP,M,18,U,GT3,T,4,4,teacher,services,home,father,1.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,4.0,3.0,3.0,2.0,2.0,2.0,0.0,12.0,12.0,13.0,father,1.0,2.0,1.0,no,yes,no,yes,yes,no,4.0,3.0,3.0,2.0,2.0,2.0,0.0,10.0,10.0,0.0
330,GP,F,18,U,GT3,T,4,4,health,health,reputation,father,1.0,2.0,1.0,yes,yes,no,yes,yes,yes,yes,yes,2.0,4.0,4.0,1.0,1.0,4.0,2.0,14.0,12.0,13.0,father,1.0,2.0,1.0,yes,yes,no,yes,yes,yes,2.0,4.0,4.0,1.0,1.0,4.0,15.0,9.0,8.0,8.0
331,GP,F,17,U,GT3,T,2,2,other,services,reputation,father,3.0,3.0,0.0,no,yes,no,no,yes,yes,yes,yes,4.0,2.0,3.0,1.0,1.0,1.0,8.0,13.0,15.0,15.0,,,,,,,,,,,,,,,,,,,,
332,GP,F,19,R,GT3,T,3,2,services,services,reputation,father,1.0,2.0,1.0,yes,yes,no,no,yes,no,yes,no,3.0,3.0,3.0,4.0,3.0,3.0,0.0,9.0,8.0,10.0,,,,,,,,,,,,,,,,,,,,
333,GP,M,18,U,LE3,T,4,3,teacher,services,course,mother,2.0,1.0,0.0,no,no,no,yes,yes,yes,yes,no,4.0,2.0,3.0,1.0,2.0,1.0,0.0,10.0,10.0,10.0,mother,2.0,1.0,0.0,no,no,yes,yes,yes,no,4.0,2.0,3.0,1.0,2.0,1.0,8.0,10.0,11.0,10.0
334,GP,M,18,U,GT3,T,1,2,at_home,other,home,other,2.0,1.0,0.0,no,no,no,no,no,no,yes,no,3.0,4.0,4.0,2.0,4.0,4.0,10.0,10.0,10.0,11.0,,,,,,,,,,,,,,,,,,,,
335,GP,M,17,U,LE3,A,4,1,services,other,home,mother,2.0,1.0,0.0,no,no,no,yes,yes,yes,yes,yes,4.0,5.0,4.0,2.0,4.0,5.0,22.0,11.0,11.0,10.0,mother,2.0,1.0,0.0,no,no,yes,yes,yes,yes,4.0,5.0,4.0,2.0,4.0,5.0,30.0,8.0,8.0,8.0
336,GP,M,17,U,LE3,A,3,2,teacher,services,home,mother,1.0,1.0,0.0,no,no,no,no,yes,yes,yes,no,4.0,4.0,4.0,3.0,4.0,3.0,18.0,13.0,13.0,13.0,mother,1.0,1.0,1.0,no,no,no,no,yes,no,4.0,4.0,4.0,3.0,4.0,3.0,19.0,11.0,9.0,10.0
337,GP,F,18,R,LE3,T,1,1,at_home,other,reputation,mother,2.0,4.0,0.0,no,yes,no,yes,yes,yes,no,no,5.0,2.0,2.0,1.0,1.0,3.0,2.0,17.0,17.0,18.0,mother,2.0,4.0,0.0,no,yes,yes,yes,yes,no,5.0,2.0,2.0,1.0,1.0,3.0,1.0,12.0,12.0,12.0
338,GP,F,18,U,GT3,T,1,1,other,other,home,mother,2.0,2.0,0.0,yes,no,no,yes,yes,yes,yes,no,5.0,4.0,4.0,1.0,1.0,4.0,0.0,12.0,13.0,13.0,mother,2.0,2.0,0.0,yes,no,no,yes,yes,no,5.0,4.0,4.0,1.0,1.0,4.0,4.0,8.0,9.0,10.0
339,GP,F,18,U,GT3,T,1,1,other,other,home,mother,2.0,3.0,0.0,no,no,no,yes,yes,yes,yes,no,4.0,5.0,5.0,1.0,2.0,2.0,0.0,14.0,14.0,14.0,mother,2.0,2.0,0.0,yes,no,no,yes,yes,no,5.0,4.0,4.0,1.0,1.0,4.0,4.0,8.0,9.0,10.0
340,GP,F,17,U,GT3,T,2,2,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,no,yes,yes,no,5.0,4.0,5.0,1.0,2.0,5.0,12.0,12.0,12.0,14.0,mother,1.0,2.0,0.0,no,yes,no,no,yes,no,5.0,4.0,5.0,1.0,2.0,5.0,4.0,10.0,9.0,11.0
341,GP,F,18,U,GT3,T,2,1,other,other,reputation,mother,2.0,2.0,0.0,no,no,no,yes,yes,yes,yes,yes,4.0,3.0,1.0,1.0,1.0,5.0,10.0,12.0,13.0,14.0,,,,,,,,,,,,,,,,,,,,
342,GP,M,17,U,GT3,T,1,1,other,other,reputation,father,1.0,2.0,0.0,no,no,no,no,no,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,0.0,12.0,12.0,12.0,father,1.0,2.0,0.0,no,no,yes,no,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,12.0,10.0,11.0
343,GP,F,18,U,GT3,T,2,2,at_home,at_home,other,mother,1.0,3.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,2.0,0.0,18.0,18.0,18.0,mother,1.0,3.0,0.0,no,yes,yes,no,yes,no,4.0,3.0,3.0,1.0,2.0,2.0,5.0,18.0,18.0,19.0
344,GP,F,17,U,GT3,T,1,1,services,teacher,reputation,mother,1.0,3.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,1.0,3.0,0.0,13.0,13.0,14.0,mother,1.0,3.0,0.0,no,yes,yes,no,yes,no,4.0,3.0,3.0,1.0,1.0,3.0,6.0,13.0,12.0,12.0
345,GP,M,18,U,GT3,T,2,1,services,services,reputation,mother,1.0,3.0,0.0,no,no,no,yes,yes,yes,yes,no,4.0,2.0,4.0,1.0,3.0,2.0,0.0,14.0,15.0,15.0,mother,1.0,3.0,0.0,no,no,yes,yes,yes,no,4.0,2.0,4.0,1.0,3.0,2.0,6.0,15.0,14.0,14.0
346,GP,M,18,U,LE3,A,4,4,teacher,teacher,reputation,mother,1.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,5.0,4.0,3.0,1.0,1.0,2.0,0.0,17.0,17.0,17.0,mother,1.0,2.0,0.0,no,yes,yes,yes,yes,no,5.0,4.0,3.0,1.0,1.0,2.0,9.0,15.0,13.0,15.0
347,GP,M,18,U,GT3,T,4,2,teacher,other,home,mother,1.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,yes,4.0,3.0,2.0,1.0,4.0,5.0,2.0,15.0,16.0,16.0,mother,1.0,2.0,0.0,no,yes,yes,yes,yes,yes,4.0,3.0,2.0,1.0,4.0,5.0,11.0,12.0,11.0,11.0
348,GP,F,17,U,GT3,T,4,3,health,services,reputation,mother,1.0,3.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,2.0,2.0,1.0,2.0,3.0,0.0,17.0,18.0,18.0,mother,1.0,3.0,0.0,no,yes,yes,no,yes,no,4.0,2.0,2.0,1.0,2.0,3.0,0.0,15.0,15.0,15.0
349,GP,F,17,R,LE3,T,3,1,services,other,reputation,mother,2.0,4.0,0.0,no,yes,no,no,yes,yes,no,no,3.0,1.0,2.0,1.0,1.0,3.0,0.0,18.0,19.0,19.0,mother,2.0,4.0,0.0,no,yes,yes,no,yes,no,3.0,1.0,2.0,1.0,1.0,3.0,6.0,18.0,18.0,18.0
350,GP,M,18,R,LE3,T,3,2,services,other,reputation,mother,2.0,3.0,0.0,no,yes,no,yes,yes,yes,yes,no,5.0,4.0,2.0,1.0,1.0,4.0,0.0,14.0,15.0,15.0,mother,2.0,3.0,0.0,no,yes,yes,yes,yes,no,5.0,4.0,2.0,1.0,1.0,4.0,8.0,14.0,13.0,14.0
351,GP,M,17,U,GT3,T,3,3,health,other,home,mother,1.0,1.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,4.0,3.0,1.0,3.0,5.0,0.0,14.0,15.0,15.0,mother,1.0,1.0,0.0,no,yes,yes,no,yes,no,4.0,4.0,3.0,1.0,3.0,5.0,4.0,14.0,12.0,11.0
352,GP,F,19,U,GT3,T,4,4,health,other,reputation,other,2.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,2.0,3.0,4.0,2.0,3.0,2.0,2.0,14.0,13.0,13.0,other,2.0,2.0,0.0,no,yes,yes,yes,yes,no,2.0,3.0,4.0,2.0,3.0,2.0,0.0,10.0,9.0,0.0
353,GP,F,18,U,LE3,T,4,3,other,other,home,other,2.0,2.0,0.0,no,yes,no,no,yes,yes,yes,yes,4.0,4.0,5.0,1.0,2.0,2.0,0.0,13.0,14.0,14.0,other,2.0,2.0,0.0,no,yes,yes,no,yes,yes,4.0,4.0,5.0,1.0,2.0,2.0,10.0,10.0,8.0,8.0
354,GP,F,18,U,GT3,T,4,3,other,other,reputation,father,1.0,4.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,1.0,3.0,0.0,16.0,17.0,17.0,father,1.0,4.0,0.0,no,yes,yes,no,yes,no,4.0,3.0,3.0,1.0,1.0,3.0,0.0,14.0,13.0,14.0
355,GP,M,18,U,LE3,T,4,4,teacher,teacher,home,mother,1.0,1.0,0.0,no,yes,no,no,yes,yes,yes,yes,1.0,4.0,2.0,2.0,2.0,1.0,0.0,18.0,18.0,17.0,mother,1.0,1.0,0.0,no,yes,yes,no,yes,yes,1.0,4.0,2.0,2.0,2.0,1.0,5.0,16.0,15.0,16.0
356,GP,F,18,U,LE3,A,4,4,health,other,home,mother,1.0,2.0,0.0,no,yes,yes,no,yes,yes,yes,yes,4.0,2.0,4.0,1.0,1.0,4.0,0.0,14.0,15.0,15.0,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,4.0,2.0,4.0,1.0,1.0,4.0,14.0,12.0,10.0,11.0
357,GP,M,17,U,LE3,T,4,4,other,teacher,home,father,2.0,1.0,0.0,no,no,no,no,yes,yes,yes,no,4.0,1.0,1.0,2.0,2.0,5.0,0.0,12.0,13.0,13.0,father,2.0,1.0,0.0,no,no,yes,no,yes,no,4.0,1.0,1.0,2.0,2.0,5.0,0.0,11.0,11.0,10.0
358,GP,F,17,R,GT3,T,4,4,services,services,reputation,mother,2.0,3.0,0.0,no,yes,no,yes,yes,yes,yes,no,5.0,3.0,4.0,1.0,1.0,5.0,0.0,7.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,
359,GP,F,17,U,GT3,T,4,2,other,other,reputation,mother,2.0,3.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,1.0,3.0,0.0,16.0,16.0,16.0,mother,2.0,3.0,0.0,no,yes,yes,no,yes,no,4.0,3.0,3.0,1.0,1.0,3.0,0.0,15.0,12.0,14.0
360,GP,F,17,U,GT3,T,3,2,health,health,reputation,father,1.0,4.0,0.0,no,yes,no,yes,no,yes,yes,no,5.0,2.0,2.0,1.0,2.0,5.0,0.0,18.0,18.0,18.0,father,1.0,4.0,0.0,no,yes,yes,yes,yes,no,5.0,2.0,2.0,1.0,2.0,5.0,0.0,17.0,17.0,18.0
361,GP,M,19,R,LE3,T,2,1,at_home,services,course,mother,2.0,3.0,1.0,no,no,no,yes,yes,yes,yes,yes,4.0,3.0,1.0,1.0,1.0,5.0,0.0,9.0,10.0,11.0,,,,,,,,,,,,,,,,,,,,
362,GP,M,20,U,GT3,A,3,2,services,other,course,other,1.0,1.0,2.0,no,no,no,yes,yes,yes,no,no,5.0,5.0,3.0,1.0,1.0,5.0,0.0,14.0,15.0,15.0,other,1.0,1.0,0.0,no,no,no,yes,yes,no,5.0,5.0,3.0,1.0,1.0,5.0,0.0,17.0,18.0,18.0
363,GP,M,19,R,GT3,T,3,3,other,services,reputation,father,1.0,2.0,0.0,no,no,no,yes,yes,yes,no,yes,4.0,5.0,3.0,1.0,2.0,5.0,0.0,10.0,10.0,11.0,father,1.0,2.0,1.0,no,no,no,yes,yes,yes,4.0,5.0,3.0,1.0,2.0,5.0,0.0,15.0,12.0,12.0
364,GP,F,18,U,GT3,T,1,4,other,teacher,home,mother,1.0,2.0,0.0,yes,yes,no,no,no,yes,no,yes,3.0,4.0,4.0,1.0,2.0,5.0,2.0,10.0,10.0,11.0,,,,,,,,,,,,,,,,,,,,
365,GP,F,18,U,GT3,T,2,1,services,other,course,mother,2.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,5.0,3.0,3.0,1.0,2.0,1.0,2.0,12.0,12.0,15.0,mother,2.0,2.0,0.0,no,yes,yes,yes,yes,no,5.0,3.0,3.0,1.0,2.0,1.0,0.0,8.0,8.0,0.0
366,GP,F,17,U,GT3,T,2,3,other,other,course,father,2.0,2.0,0.0,no,no,no,yes,yes,yes,yes,yes,4.0,2.0,1.0,1.0,1.0,3.0,2.0,11.0,12.0,14.0,,,,,,,,,,,,,,,,,,,,
367,GP,F,17,R,GT3,T,4,4,teacher,teacher,course,mother,1.0,1.0,0.0,no,no,no,yes,yes,yes,yes,no,4.0,4.0,4.0,1.0,1.0,5.0,2.0,15.0,16.0,17.0,,,,,,,,,,,,,,,,,,,,
368,GP,F,18,U,GT3,T,4,3,other,other,course,mother,1.0,3.0,0.0,no,yes,no,yes,yes,yes,yes,yes,4.0,3.0,4.0,1.0,1.0,5.0,2.0,14.0,15.0,17.0,mother,1.0,3.0,0.0,no,yes,yes,yes,yes,yes,4.0,3.0,4.0,1.0,1.0,5.0,9.0,9.0,10.0,9.0
369,GP,F,18,U,LE3,T,4,3,health,services,course,mother,2.0,1.0,0.0,no,yes,no,no,yes,yes,yes,no,3.0,2.0,4.0,1.0,4.0,1.0,8.0,12.0,12.0,15.0,,,,,,,,,,,,,,,,,,,,
370,GP,F,17,R,GT3,T,3,4,at_home,services,course,father,1.0,3.0,0.0,no,yes,no,yes,no,yes,yes,no,4.0,3.0,4.0,2.0,5.0,5.0,2.0,15.0,15.0,17.0,father,1.0,3.0,0.0,no,yes,yes,yes,yes,no,4.0,3.0,4.0,2.0,5.0,5.0,0.0,11.0,11.0,10.0
371,GP,F,18,U,GT3,T,3,3,at_home,other,course,father,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,1.0,4.0,1.0,1.0,3.0,8.0,11.0,12.0,14.0,,,,,,,,,,,,,,,,,,,,
372,GP,M,19,U,GT3,T,4,2,health,other,course,mother,2.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,yes,5.0,4.0,4.0,1.0,1.0,1.0,9.0,11.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,
373,GP,F,18,U,GT3,T,4,4,teacher,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,4.0,4.0,3.0,3.0,5.0,0.0,12.0,11.0,13.0,mother,1.0,2.0,0.0,no,yes,yes,no,yes,no,4.0,4.0,4.0,3.0,3.0,5.0,2.0,11.0,11.0,11.0
374,GP,F,18,U,GT3,T,3,4,other,other,course,mother,1.0,1.0,0.0,no,yes,no,yes,yes,yes,yes,yes,5.0,4.0,4.0,1.0,1.0,1.0,4.0,11.0,12.0,14.0,,,,,,,,,,,,,,,,,,,,
375,GP,F,17,U,GT3,T,4,4,health,health,course,mother,1.0,1.0,0.0,no,no,no,yes,yes,yes,yes,no,5.0,3.0,4.0,1.0,2.0,5.0,2.0,14.0,15.0,17.0,,,,,,,,,,,,,,,,,,,,
376,GP,F,17,U,GT3,A,4,3,services,services,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,yes,5.0,2.0,2.0,1.0,2.0,5.0,14.0,15.0,14.0,17.0,mother,1.0,2.0,0.0,no,yes,yes,no,yes,yes,5.0,2.0,2.0,1.0,2.0,5.0,23.0,13.0,13.0,13.0
377,GP,F,17,U,LE3,A,3,3,services,other,home,mother,1.0,2.0,0.0,yes,yes,no,no,yes,yes,yes,no,5.0,3.0,3.0,1.0,1.0,5.0,0.0,12.0,12.0,13.0,,,,,,,,,,,,,,,,,,,,
378,GP,F,17,U,LE3,T,2,1,other,other,home,father,1.0,2.0,0.0,no,no,no,yes,yes,yes,yes,no,4.0,2.0,3.0,2.0,2.0,2.0,2.0,11.0,12.0,14.0,,,,,,,,,,,,,,,,,,,,
379,GP,M,18,U,LE3,T,4,4,other,other,reputation,father,1.0,1.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,2.0,5.0,3.0,4.0,5.0,2.0,8.0,9.0,11.0,,,,,,,,,,,,,,,,,,,,
380,GP,F,19,U,GT3,T,1,1,other,other,course,other,3.0,3.0,0.0,no,no,no,yes,yes,no,no,yes,1.0,5.0,5.0,4.0,3.0,5.0,12.0,10.0,10.0,11.0,,,,,,,,,,,,,,,,,,,,
381,GP,F,19,U,LE3,A,1,1,other,other,course,other,3.0,2.0,2.0,no,yes,no,no,no,yes,yes,yes,5.0,3.0,4.0,1.0,1.0,4.0,2.0,8.0,8.0,9.0,,,,,,,,,,,,,,,,,,,,
382,GP,F,18,U,GT3,T,2,2,other,other,course,mother,1.0,1.0,0.0,no,yes,no,yes,yes,yes,yes,yes,4.0,3.0,5.0,2.0,4.0,5.0,2.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,
383,GP,F,17,U,GT3,T,2,2,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,no,yes,4.0,2.0,2.0,1.0,1.0,3.0,4.0,14.0,13.0,13.0,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,4.0,2.0,2.0,1.0,1.0,3.0,12.0,11.0,9.0,9.0
384,GP,F,17,R,LE3,T,2,2,services,services,course,mother,1.0,3.0,0.0,no,yes,no,yes,yes,yes,yes,no,3.0,3.0,2.0,2.0,2.0,3.0,0.0,11.0,11.0,10.0,mother,1.0,3.0,0.0,no,yes,yes,yes,yes,no,3.0,3.0,2.0,2.0,2.0,3.0,3.0,11.0,11.0,11.0
385,GP,F,17,U,GT3,T,3,1,services,services,course,father,1.0,3.0,0.0,no,yes,no,no,no,yes,yes,no,3.0,4.0,3.0,2.0,3.0,5.0,0.0,17.0,18.0,17.0,father,1.0,3.0,0.0,no,yes,no,no,yes,no,3.0,4.0,3.0,2.0,3.0,5.0,1.0,12.0,14.0,15.0
386,GP,F,17,U,LE3,T,0,2,at_home,at_home,home,father,2.0,3.0,0.0,no,no,no,no,yes,yes,yes,no,3.0,3.0,3.0,2.0,3.0,2.0,0.0,14.0,14.0,15.0,father,2.0,3.0,0.0,no,no,no,no,yes,no,3.0,3.0,3.0,2.0,3.0,2.0,0.0,16.0,15.0,15.0
387,GP,M,18,U,GT3,T,4,4,other,other,course,mother,1.0,3.0,0.0,no,no,no,yes,yes,yes,yes,no,4.0,3.0,3.0,2.0,2.0,3.0,0.0,13.0,14.0,13.0,mother,1.0,3.0,0.0,no,no,no,yes,yes,no,4.0,3.0,3.0,2.0,2.0,3.0,3.0,9.0,12.0,11.0
388,GP,M,17,U,GT3,T,3,3,other,services,reputation,mother,1.0,1.0,0.0,no,no,no,yes,no,yes,yes,no,4.0,3.0,5.0,3.0,5.0,5.0,0.0,17.0,18.0,17.0,mother,1.0,1.0,0.0,no,no,no,yes,yes,no,4.0,3.0,5.0,3.0,5.0,5.0,3.0,14.0,15.0,16.0
389,GP,M,17,R,GT3,T,2,2,services,other,course,mother,4.0,1.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,4.0,5.0,5.0,5.0,4.0,2.0,11.0,10.0,10.0,mother,4.0,1.0,0.0,no,yes,no,no,yes,no,4.0,4.0,5.0,5.0,5.0,4.0,8.0,11.0,10.0,10.0
390,GP,F,17,U,GT3,T,4,4,teacher,teacher,course,mother,2.0,3.0,0.0,no,yes,no,no,no,yes,yes,yes,4.0,3.0,3.0,1.0,2.0,4.0,4.0,15.0,14.0,15.0,mother,2.0,3.0,0.0,no,yes,yes,no,yes,yes,4.0,3.0,3.0,1.0,2.0,4.0,4.0,14.0,14.0,14.0
391,GP,F,17,U,GT3,T,3,3,at_home,other,course,mother,1.0,1.0,0.0,no,yes,yes,yes,yes,yes,yes,no,4.0,2.0,5.0,2.0,5.0,5.0,2.0,11.0,12.0,11.0,,,,,,,,,,,,,,,,,,,,
392,GP,M,18,U,LE3,T,2,2,other,other,course,mother,1.0,4.0,0.0,no,yes,yes,yes,yes,yes,yes,no,4.0,5.0,5.0,2.0,4.0,5.0,0.0,11.0,11.0,12.0,mother,1.0,4.0,0.0,no,yes,no,yes,yes,no,4.0,5.0,5.0,2.0,4.0,5.0,2.0,9.0,8.0,8.0
393,GP,M,19,R,GT3,T,3,2,at_home,services,home,other,1.0,1.0,0.0,no,yes,no,no,no,yes,no,yes,5.0,3.0,4.0,2.0,2.0,5.0,0.0,11.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,
394,GP,F,18,U,GT3,T,2,2,at_home,other,course,mother,4.0,2.0,0.0,no,no,no,yes,yes,yes,no,yes,4.0,2.0,5.0,1.0,1.0,2.0,2.0,10.0,9.0,10.0,,,,,,,,,,,,,,,,,,,,
395,GP,F,17,R,GT3,T,2,4,at_home,other,course,father,1.0,3.0,0.0,no,yes,no,no,yes,yes,yes,yes,4.0,4.0,3.0,1.0,1.0,5.0,0.0,15.0,15.0,15.0,father,1.0,3.0,0.0,no,yes,no,no,yes,yes,4.0,4.0,3.0,1.0,1.0,5.0,7.0,12.0,14.0,14.0
396,GP,M,18,U,GT3,T,2,2,other,other,reputation,mother,1.0,1.0,0.0,no,no,no,no,no,yes,yes,no,5.0,4.0,2.0,1.0,2.0,5.0,6.0,15.0,14.0,15.0,,,,,,,,,,,,,,,,,,,,
397,GP,F,18,U,GT3,T,3,3,services,services,home,mother,1.0,2.0,0.0,no,no,no,yes,yes,yes,yes,no,5.0,3.0,4.0,1.0,1.0,4.0,8.0,10.0,11.0,12.0,mother,1.0,2.0,0.0,no,no,no,yes,yes,no,5.0,3.0,4.0,1.0,1.0,4.0,0.0,7.0,0.0,0.0
398,GP,F,18,U,LE3,T,2,2,other,other,home,other,1.0,2.0,0.0,no,no,no,yes,no,yes,yes,yes,4.0,3.0,3.0,1.0,1.0,2.0,0.0,10.0,9.0,12.0,other,1.0,2.0,0.0,no,no,no,yes,yes,yes,4.0,3.0,3.0,1.0,1.0,2.0,0.0,8.0,8.0,0.0
399,GP,F,18,R,GT3,T,2,2,at_home,other,course,mother,2.0,4.0,0.0,no,no,no,yes,yes,yes,no,no,4.0,4.0,4.0,1.0,1.0,4.0,6.0,14.0,13.0,14.0,mother,2.0,4.0,0.0,no,no,no,yes,yes,no,4.0,4.0,4.0,1.0,1.0,4.0,0.0,10.0,9.0,0.0
400,GP,F,17,U,GT3,T,3,4,services,other,course,mother,1.0,3.0,0.0,no,no,no,no,yes,yes,yes,no,4.0,4.0,5.0,1.0,3.0,5.0,8.0,11.0,13.0,14.0,mother,1.0,3.0,0.0,no,no,no,no,yes,no,4.0,4.0,5.0,1.0,3.0,5.0,16.0,16.0,15.0,15.0
401,GP,F,17,U,GT3,T,3,2,other,other,home,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,yes,4.0,3.0,2.0,2.0,3.0,2.0,0.0,12.0,13.0,15.0,mother,1.0,2.0,0.0,no,yes,yes,no,yes,yes,4.0,3.0,2.0,2.0,3.0,2.0,0.0,7.0,8.0,0.0
402,GP,F,18,U,LE3,T,3,3,services,services,home,mother,1.0,4.0,0.0,no,yes,no,no,yes,yes,yes,no,5.0,3.0,3.0,1.0,1.0,1.0,4.0,14.0,14.0,15.0,mother,1.0,4.0,0.0,no,yes,no,no,yes,no,5.0,3.0,3.0,1.0,1.0,1.0,7.0,16.0,15.0,17.0
403,GP,F,17,R,GT3,A,3,2,other,other,home,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,2.0,3.0,2.0,0.0,14.0,14.0,16.0,mother,1.0,2.0,0.0,no,yes,yes,no,yes,no,4.0,3.0,3.0,2.0,3.0,2.0,4.0,9.0,10.0,10.0
404,GP,M,18,U,LE3,T,3,4,services,other,home,mother,1.0,2.0,0.0,no,no,no,yes,yes,yes,yes,yes,4.0,3.0,3.0,1.0,3.0,5.0,6.0,16.0,16.0,17.0,mother,1.0,2.0,0.0,no,no,no,yes,yes,yes,4.0,3.0,3.0,1.0,3.0,5.0,11.0,16.0,15.0,15.0
405,GP,F,17,U,GT3,A,2,2,at_home,at_home,home,father,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,yes,3.0,3.0,1.0,1.0,2.0,4.0,18.0,10.0,12.0,14.0,father,1.0,2.0,1.0,no,yes,no,no,yes,yes,3.0,3.0,1.0,1.0,2.0,4.0,0.0,9.0,8.0,0.0
406,GP,F,18,U,GT3,T,2,3,at_home,other,course,mother,1.0,3.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,3.0,0.0,11.0,12.0,14.0,mother,1.0,3.0,0.0,no,yes,no,no,yes,no,4.0,3.0,3.0,1.0,2.0,3.0,4.0,11.0,10.0,10.0
407,GP,F,18,U,GT3,T,3,2,other,services,other,mother,1.0,3.0,0.0,no,no,no,no,yes,yes,yes,yes,5.0,4.0,3.0,2.0,3.0,1.0,4.0,14.0,16.0,17.0,mother,1.0,3.0,0.0,no,no,no,no,yes,yes,5.0,4.0,3.0,2.0,3.0,1.0,7.0,13.0,13.0,14.0
408,GP,M,18,R,GT3,T,4,3,teacher,services,course,mother,1.0,3.0,0.0,no,no,no,no,yes,yes,yes,yes,5.0,3.0,2.0,1.0,2.0,4.0,4.0,15.0,14.0,17.0,mother,1.0,3.0,0.0,no,no,no,no,yes,yes,5.0,3.0,2.0,1.0,2.0,4.0,9.0,16.0,15.0,16.0
409,GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1.0,3.0,0.0,no,yes,no,no,yes,yes,yes,yes,5.0,4.0,5.0,2.0,3.0,5.0,0.0,14.0,13.0,14.0,mother,1.0,3.0,0.0,no,yes,yes,no,yes,yes,5.0,4.0,5.0,2.0,3.0,5.0,0.0,10.0,10.0,9.0
410,GP,F,17,U,GT3,T,4,3,health,other,reputation,mother,1.0,3.0,0.0,no,yes,no,yes,yes,yes,yes,yes,4.0,4.0,3.0,1.0,3.0,4.0,0.0,11.0,12.0,13.0,mother,1.0,3.0,0.0,no,yes,yes,yes,yes,yes,4.0,4.0,3.0,1.0,3.0,4.0,0.0,13.0,15.0,15.0
411,GP,F,17,U,GT3,T,2,1,services,other,course,mother,2.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,yes,4.0,3.0,4.0,2.0,2.0,1.0,10.0,12.0,15.0,15.0,,,,,,,,,,,,,,,,,,,,
412,GP,F,17,U,GT3,T,2,1,services,other,reputation,mother,1.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,4.0,3.0,5.0,2.0,4.0,4.0,4.0,12.0,16.0,16.0,,,,,,,,,,,,,,,,,,,,
